お名前(HN可),所属陣営,銘柄コード,年末時点で2倍になりそうな銘柄は？
ちょる子,湘南投資勉強会,5411,JFEHD 鉄鋼は全体的に今逆風ですがインフラ需要増に伴い需要拡大、自動車はトヨタが良いと思うので煽りを受けるかなと
のりこ,湘南投資勉強会,5411,JFEHLD 2026年には 中国 経済復活 インド 経済成長などで2025年12月にちょうど2倍になる
柊,湘南投資勉強会,5451,淀川製鉄所 アクティビスト
のりこ,湘南投資勉強会,5471,大同特殊鋼 割安なので 見直し 買いが入る
コジエリ,湘南投資勉強会,5532,リアルゲイト　ビジネスモデルが他の不動産と違っているため
大きなかぶ,湘南投資勉強会,5532,"リアルゲイト
サイバーエージェントが64.8％保有しており、流動性なし。今後もIR活動により事業のストック性が認知され、既存のホルダーからの売りも出なければ、PERが切り上がる余地あり。26年9月期ガイダンスが中計通りで、EPS262円×PER20倍＝5240円で2倍。増資は数年はやらない（2024年12月KabuBerry）"
くっすんすん,湘南投資勉強会,5535,ミガロホールディングス 顔認証の導入が順調。不動産業でなく情報通信業としてのバリュエーションに見直されると見込む。
めそ,湘南投資勉強会,5541,大平洋金属
らう,湘南投資勉強会,5570,ジェノバ　ストック型ビジネスモデルで営業利益率が50%の超クオリティ株。毎年の業績伸び率は今までは小さいが、位置情報配信サービスはドローンの時代となり、時代が追いつくことで、売上が加速するタイミングが来てるのではないか。四季報見た感じ同業他社はおらず独占的な感じ？
バンプ,神戸投資勉強会,5571,エキサイトホールディングス。ONEMEDICAL完全子会社化による業績拡大
先高,湘南投資勉強会,5572,Ridge-i 生成AIを活用。1Qの営業利益前年同期比20倍。国策・防衛銘柄。
うわん,神戸投資勉強会,5576,オービーシステム 中計期待で。
オニール好きの投資家,湘南投資勉強会,5577,アイデミー　昨年に続いて人的資本投資期待
ボブ,湘南投資勉強会,5577,アイデミー。安い
はっとり波平,無所属(kabuberry?),5582,グリッド AIでの計画最適化システムの開発・販売
あんこ,湘南投資勉強会,5587,インバウンドプラットフォーム　インバウンド銘柄　底値圏  per10 四季報の予想通りいくならper20期待
☆にゃー☆,湘南投資勉強会,5588,ファーストA、業績好調
ヒロ,湘南投資勉強会,5588,ファーストアカウンティング まだ国内SaaSで1番の成長率。時価総額の低さからまだ上昇の余地有。海外展開も視野にしており無借金に近くクーパ社との連携と多数の特許で株価上昇が狙える
弁天。,湘南投資勉強会,5588,ファーストアカウンティング　安定的な利益。強気の中計。大口投資家買増。
KM,神戸投資勉強会,5588,ファーストアカウンティング 上場１年ほどだが今後のAI関連の成長性
先高,湘南投資勉強会,5588,ファーストアカウンティング 生成AIを用いたプロダクト、営業力抜群の社長の手腕に期待。アップセル、クロスセルで成長加速。米国SaaS大手クーパ社と連携。
あんこ,神戸投資勉強会,5588,ファストアカウンティング　すでに買値から3倍。時価総額500億まで伸びそうだから
グラッチ,湘南投資勉強会,5590,ネットスターズ  四半期で黒字化。キャッスレスは国策。
アディ,湘南投資勉強会,5590,ネットスターズ　QRゲートウェイとして上場最後発。24年12月期はDX事業の期ズレによって下方修正になってしまったが、本業のQR決済におけるGPVは年率＋30％している。固定費は＋10％程度なので来期からは赤字体質から黒字体質に転換する。また、ペイペイも青ペイペイによるクレカ的な後払いをQRで好戦的に攻めてきているのも追い風。（https://www.nikkei.com/article/DGXZQOUB113YE0R11C24A2000000/）説明資料にもあるようにQRの決済市場規模は22年10.8兆円⇒23年14.8兆円と爆増しており、25年は三井住友カード決済端末ステラの新型がどんどん出てくるが、そのQR決済ゲートウェイの座をトランザクションから奪った（https://ssl4.eir-parts.net/doc/5590/tdnet/2412982/00.pdf）技術的な優位性も明確にあり、万博ではJPQRとしても活躍で注目されると期待する。ここから大きくグロースしていく期待企業
ふくろう,湘南投資勉強会,5590,ネットスターズ キャッシュレス決済はまだまだ伸びるし高い限界利益率で利益大きく増加。
X,神戸投資勉強会,5590,ネットスターズ 黒字転換＆DXの期ずれ取り込みで不安要素なくなる
momo,湘南投資勉強会,5590,ネットスターズ　成長性、黒字化
バンプ,神戸投資勉強会,5590,ネットスターズ。黒字転換での業績拡大期待
HAL,神戸投資勉強会,5591,AVILEN AIベンチャーで時流に乗って業績伸長が期待できる
ほーちゃんのパパ,湘南投資勉強会,5592,くすりの窓口　高額療養費制度の変更や毎年薬価改定と医療費増大のしわ寄せが製薬会社や調剤薬局に。その一助となる姿勢が認められ株価上昇
どみの,神戸投資勉強会,5592,くすりの窓口 マイナンバーカード普及すれば処方箋予約が広がる…か？
ほーちゃんのパパ,湘南投資勉強会,5595,QPS研究所　黒転の兆しが見え急騰
猫三昧,神戸投資勉強会,5595,5595 Q PS研究所 宇宙防衛はAI兵器の要
らう,湘南投資勉強会,5596,アウトルックコンサルティング　クオリティ株。経営管理システムがストックビジネスで安定的。マネーフォワードが子会社化しセールス面で強力なビッグチェンジが来たと見る。獲得した顧客企業は139社だが、対象企業は大企業2000社、中堅企業13万社と膨大。中期的には海外展開も準備しており、成長の限界はかなり先になりそう。
まるのん,湘南投資勉強会,5599,"S&J IPO1年経過後からの反発期待。サイバーセキュリティ関連で2025年投資テーマのひとつ。
（サイバーセキュリティ対策関連としてのテーマ性と、サイバーセキュリティ対応を掲げる会社内では相対的に割安に映る。サービス提供型のビジネスモデル上の安定性や、意欲的な中計開示、JBSとの提携効果発現による知名度向上にも期待。EPS70*PER30）"
フィナンシェ,神戸投資勉強会,5599,S&J サイバーセキュリティ需要を取り込んで成長加速を期待。
ぺるる,湘南投資勉強会,5599,S＆J サイバーセキュリティ専業でストック比率86％、公募割れ
ISO,湘南投資勉強会,5621,ヒューマンテクノロジーズ
でこぽん,神戸投資勉強会,5621,ヒューマンテクノロジーズ 課金ID数定義変更で売上アップかつ来期から収益重視の方針
ふくろう,湘南投資勉強会,5621,ヒューマンテクノロジーズ 来期（2026年3月期）は先行投資一段落し収益拡大フェーズに。今期も上方修正可能性大。
ドルトン,湘南投資勉強会,5621,ヒューマンテクノロジーズ 来期から課金体系の変更による売上増加と利益率上昇（先行投資一巡）が予定されているため。
Kamakura,湘南投資勉強会,5621,ヒューマンテクノロジーズ　来期以降の収益性改善
くま,特になし,5631,日本製鋼所　アメリカの小型原子炉銘柄ブームの恩恵を期待
sakumaT,湘南投資勉強会,5632,三菱製鋼    バリュー枠。不採算事業から撤退し、受注増加している事業の生産ラインを強化している模様。配当利回りも悪くないので、来期予想でいい数字と高い配当（配当性向30%か上げてくる期待）を予想している。
やまにゃん,湘南投資勉強会,5632,三菱製鋼　中計最終年度、経営陣が目標達成に自信、特損影響剥落→EPS・配当倍増
アリエス,湘南投資勉強会,5697,サンユウ 極度な低PBR放置銘柄。市場に向き合う姿勢が変化するか日鉄によるTOBが実現すれば倍になりうる。
日本酒軽,湘南投資勉強会,5706,三井金属　米中レアメタル戦争
miya,湘南投資勉強会,5706,大阪チタニウム 航空機用チタンの需要が膨らみ、チタン価格の上昇により業績向上
日本酒軽,湘南投資勉強会,5713,住友金属鉱山　米中レアメタル争奪戦
KM,神戸投資勉強会,5726,大阪チタニウム 10月からの株価下落からの回復、価格改定効果が来期に影響
めがね,神戸投資勉強会,5726,大阪チタニウム トランプ効果で、ボーイング復活
