	No.	お名前(HN可)	所属陣営	TYPE	銘柄コード	2倍になりそうな銘柄	理由	件数
722	179	くま	湘南投資勉強会	東証ST	3021	パシフィックネット	パシフィックネット 2025年10月のWindows10サポート終了で追い風が来る	3
723	180	end	湘南投資勉強会	東証ST	3021	パシフィックネット	パシフィックネット Windows10サポート終了によるパソコン買い替え需要。	3
724	214	fukufukuro	湘南投資勉強会	東証ST	3374	内外テック	内外テック 在庫調整の進捗が進む。PER,PBRが割安なため今後是正されていくはずと想定。	3
725	215	ほみ株	神戸投資勉強会	東証ST	3374	内外テック	内外テック 半導体の需要が回復するため	3
726	216	やまにゃん	湘南投資勉強会	東証ST	3374	内外テック	内外テック　これから調子よくなって来期利益のびそう　PER低いし増配もしそう。	3
727	220	emi	湘南投資勉強会	東証PR	3395	サンマルクホールディングス	サンマルク	3
728	221	☆にゃー☆	湘南投資勉強会	東証PR	3395	サンマルクホールディングス	サンマルク、牛かつ買収、海外展開あればいけるかも	3
729	222	たぐけん	湘南投資勉強会	東証PR	3395	サンマルクホールディングス	"サンマルクHD 買収した2件の牛カツ企業の寄与+好調な既存店売上、既存店売上2桁増は24年10月から継続。
中計の見直しがMA2社反映時か本決算時にありそう、説明資料ではコメントあり。
牛カツは国内2倍の店舗数にできるポテンシャルあり、+海外はFCにて拡大予定。"	3
730	364	ヒロユキ	初参加	東証PR	3903	gumi	gumi コスト削減で四半期営利黒字化。仮想通貨関連で複数上げそうな材料がある。	3
731	365	koma	KabuBerry	東証PR	3903	gumi	gumi 仮想通貨	3
732	366	秋吉義明	湘南投資勉強会	東証PR	3903	gumi	gumi 事業安定化と仮想通貨関連思惑	3
733	373	松本	湘南投資勉強会	東証PR	3915	テラスカイ	テラスカイ　四季報で会社比大幅強気の予想が出ており、2027年までに営業利益25億達成すればNTTデータの新株予約権行使条件を満たし顧客拡大加速が期待できる。営業利益25億は現在の約5倍である	3
734	374	だいふく	湘南投資勉強会	東証PR	3915	テラスカイ	テラスカイ 量子コンピュータ。NTTデータとの資本・業務提携しており成長が見込まれる。	3
735	375	ボブ	湘南投資勉強会	東証PR	3915	テラスカイ	テラスカイ。量子。NTTと一緒に営業活動頑張ってほしい	3
736	379	かめぞう	湘南投資勉強会	東証GR	3930	はてな	はてな　マンガビューワアプリを出版社に提供。日本発IPのグローバル展開を期待	3
737	380	たかたか	神戸投資勉強会	東証GR	3930	はてな	はてな出版社に漫画ビューワのアプリの導入が進めばユーザ課金によるレベニューシェアの売上増が期待できるため	3
738	381	モモクリン	湘南投資勉強会	東証GR	3930	はてな	はてな 少年ジャンプのマンガビューワアプリが今年7月からレベニューシェアにより業績に貢献する見込み。	3
739	445	Y.G.	湘南投資勉強会	東証PR	4180	Appier_Group	Appier Group 3年のCAGRは40%超の AIソリューション銘柄。2024年に米国パランティアが上がったように、AIソリューションは今期テーマになりそう	3
740	446	サントーシー	湘南投資勉強会	東証PR	4180	Appier_Group	Appier 今後数年も高成長が期待される。初配もしそろそろ株価も反転。	3
741	447	ぷに丸	湘南投資勉強会	東証PR	4180	Appier_Group	エイピアグループ AI関連で利益がのびてくるフェーズとみなされて機関投資家に買われれば。	3
742	470	KM	神戸投資勉強会	東証GR	4259	エクサウィザーズ	エクサウィザーズ  黒字化　生成AIプロダクトの成長	3
743	471	アクティブばなな。	湘南投資勉強会	東証GR	4259	エクサウィザーズ	エクサウィザーズ　企業のchatGPTは今後も導入加速する	3
744	472	X	神戸投資勉強会	東証GR	4259	エクサウィザーズ	エクサウィザーズ 生成AI導入本格化が最も貢献する企業	3
745	473	でこぽん	神戸投資勉強会	東証GR	4261	アジアクエスト	アジアクエスト 業績上向き PER13は安い	3
746	474	ぽちた	湘南投資勉強会	東証GR	4261	アジアクエスト	アジアクエスト 成長性の割に安い	3
747	475	AK	神戸投資勉強会	東証GR	4261	アジアクエスト	アジアクエスト　業務削減のソリューションがテーマになり、業績改善、PER拡大で２倍に。現預金が多くあり、どこかにくっつく（買収される）ことも期待。	3
748	501	keiko	湘南投資勉強会	東証GR	4375	セーフィー	セーフィー　サブスク型の録画サービスで防犯や監視カメラ、生産性の向上などさらに需要が伸びそう。創業以来の黒字化目前で中計で予定していた26年黒字化を前倒しで達成の可能性。	3
749	502	ポポ	湘南投資勉強会	東証GR	4375	セーフィー	セーフィー 赤字縮小傾向なので2025/12期に黒転期待しています	3
750	503	シバマサ	湘南投資勉強会	東証GR	4375	セーフィー	セーフィー　来期黒字化期待　業界からの評判良い　防犯・法改正等材料	3
751	508	めがね	神戸投資勉強会	東証PR	4385	メルカリ	メルカリ　アメリカ事業撤退決まれば	3
752	509	りんご	湘南投資勉強会	東証PR	4385	メルカリ	メルカリ 上場来安値圏まで下げており、抜本的な経営改革が発表されれば需給面も相まって大幅に上昇。	3
753	510	ダンベルドア	湘南投資勉強会	東証PR	4385	メルカリ	メルカリ　年初の株価位置と海外事業が伸びれば	3
754	514	こいけ	湘南投資勉強会	東証ST	4404	ミヨシ油脂	ミヨシ油脂 不動産売却益による特別配当	3
755	515	K	神戸投資勉強会	東証ST	4404	ミヨシ油脂	ミヨシ油脂 本社売却特益で来期PER1.0倍。大幅還元期待。	3
756	516	近藤	湘南投資勉強会	東証ST	4404	ミヨシ油脂	ミヨシ油脂本業が回復傾向でただでさえ割安なところに、時価総額に匹敵するくらいの不動産売却益が来期計上予定だから。	3
757	618	M	湘南投資勉強会	東証PR	4813	ACCESS	ＡＣＣＥＳＳ  防災関連　黒字化	3
758	619	オニール好きの投資家	湘南投資勉強会	東証PR	4813	ACCESS	ACCESS 米国不正会計からの下落もNTT関連リバウンド期待	3
759	620	Cowとれーだー	湘南投資勉強会	東証PR	4813	ACCESS	Access:黒字化　モデルチェンジ、ソリューションサービス	3
760	630	けん	湘南投資勉強会	東証PR	4933	I-ne	I-ne M&A恩恵、ヘアケアのYOLUが若年層の受け良く、MTGのような展開を期待。	3
761	631	にからご	湘南投資勉強会	東証PR	4933	I-ne	I-NE ヒット商品が再び出れば上がりそう。	3
762	632	you	湘南投資勉強会	東証PR	4933	I-ne	ine 25年貧乏銘柄。お財布が苦しくても満足度高い推し活の一種に化粧品。中国展開を捨てる潔さ。来期m&aしたトゥベール連結開始。	3
763	639	とこいえ	湘南投資勉強会	東証ST	5018	MORESCO	MORESCO ペロブスカイトでは無印。数値は低くとも、売り上げ営業利益率の上昇を評価する。	3
764	640	ぴょん	湘南投資勉強会	東証ST	5018	MORESCO	MORESCO 割安＋ペロブスカイトが流行りのテーマになれば	3
765	641	さふらん	湘南投資勉強会	東証ST	5018	MORESCO	MORESCO　ペロブスカイト太陽電池用封止材	3
766	648	ののこ	湘南投資勉強会	東証GR	5029	サークレイス	サークレイス Salesforce好調なのにコンサルのこちらは小型のためか注目度が低いように思うが年末に上がっちゃったがまだ時価総額33億。	3
767	649	りょう	湘南投資勉強会	東証GR	5029	サークレイス	サークレイス	3
768	650	JAMMY	湘南投資勉強会	東証GR	5029	サークレイス	サークレイス：サービスナウの国内での普及による業績拡大とPERの評価見直しで。	3
769	663	mindset	湘南投資勉強会	東証GR	5132	pluszero	pluszero AEIを使った仮想人材派遣が本格的に導入されたら期待できる。	3
770	664	yume	湘南投資勉強会	東証GR	5132	pluszero	pluszero AIを活用しての省人化ニーズは拡大すると思う。成長の伸びが高い。	3
771	665	きたやん	神戸投資勉強会	東証GR	5132	pluszero	プラスゼロ AIEという新しいAIを開発しているのと、東大生30％越えでとても若い会社で可能性があるから。	3
772	674	ULTRAGENKI 旧サバイブ	湘南投資勉強会	東証GR	5139	オープンワーク	オープンワーク   EV超低倍率＆カイホウファンド組入＆2026 超スーパーガイダンス	3
773	675	mindset	湘南投資勉強会	東証GR	5139	オープンワーク	オープンワーク リクルーティングセグメントの成長が始まったので。	3
774	676	miya	湘南投資勉強会	東証GR	5139	オープンワーク	オープンワーク 人材紹介のリクルーティング事業が伸びる。	3
775	690	Yokabun	湘南投資勉強会	東証GR	5246	ELEMENTS	ELEMENTS　顔認証AIサービス	3
776	691	ほみ株	神戸投資勉強会	東証GR	5246	ELEMENTS	ELEMENTS 黒字化のインパクト狙い	3
777	692	momo	湘南投資勉強会	東証GR	5246	ELEMENTS	エレメンツ　技術の再評価	3
778	743	ほーちゃんのパパ	湘南投資勉強会	東証GR	5592	くすりの窓口	くすりの窓口　高額療養費制度の変更や毎年薬価改定と医療費増大のしわ寄せが製薬会社や調剤薬局に。その一助となる姿勢が認められ株価上昇	3
779	744	どみの	神戸投資勉強会	東証GR	5592	くすりの窓口	くすりの窓口 マイナンバーカード普及すれば処方箋予約が広がる…か？	3
780	745	シュレディンガーのぱんだ	さいたま投資勉強会	東証GR	5592	くすりの窓口	くすりの窓口（顧客基盤を再拡大したことと、新参入の事業が健保組合との契約を増やしているため）	3
781	749	まるのん	湘南投資勉強会	東証GR	5599	S＆J	"S&J IPO1年経過後からの反発期待。サイバーセキュリティ関連で2025年投資テーマのひとつ。
（サイバーセキュリティ対策関連としてのテーマ性と、サイバーセキュリティ対応を掲げる会社内では相対的に割安に映る。サービス提供型のビジネスモデル上の安定性や、意欲的な中計開示、JBSとの提携効果発現による知名度向上にも期待。EPS70*PER30）"	3
782	750	フィナンシェ	神戸投資勉強会	東証GR	5599	S＆J	S&J サイバーセキュリティ需要を取り込んで成長加速を期待。	3
